id,page,bbox,text length,text
138,page 4 of ../pdf/orsted sustainability report.pdf,"(39.685001373291016, 620.3742065429688, 195.7554168701172, 798.8861694335938)",102,"To become carbon-neutral across our en- ergy generation and operations, (scopes  1 and 2), we will reduce our carbon emis- sions by at least 98 % by replacing fossil  fuels with green energy. The remaining  2 % come from a variety of sources  where it is currently challenging to make  reductions. These include our obligations  to ensure security of supply by keeping  gas-fired back-up capacity available at  our combined heat and power plants.  The same goes for our offshore logistics  where our vessels still predominantly run  on fossil fuels. If we cannot find viable  solutions for these cases, we plan to in- "
139,page 4 of ../pdf/orsted sustainability report.pdf,"(210.70899963378906, 296.3741760253906, 364.595458984375, 330.8861999511719)",15,vest in carbon-removal projects that are  verified and certified to remove carbon  from the atmosphere.  
140,page 4 of ../pdf/orsted sustainability report.pdf,"(210.70899963378906, 344.3741760253906, 369.5033874511719, 582.8861694335938)",134,"The main driver for reducing emissions  from our energy generation is to elim- inate our use of coal. We are on track  to phase out coal in 2023. However,  2020 showed a marginal increase in our  absolute scope 1 carbon emissions due  to a temporary increase in our use of  coal at our power stations in Esbjerg and  Studstrup, Denmark. Our legal service  obligations in Denmark require us to  provide ancillary services that maintain a  reliable electricity system at the lowest  possible cost. When coal is the cheaper  alternative to sustainable biomass, we  are legally required to use coal to ensure  reliability. Our commitment to end our  use of coal by 2023 remains unchanged,  and we are on track. Until then, we may  see fluctuations in coal consumption  driven by market and weather conditions.  "
141,page 4 of ../pdf/orsted sustainability report.pdf,"(210.70899963378906, 596.3742065429688, 368.63458251953125, 798.8861694335938)",118,"Since we are fully on track to become  carbon-neutral by 2025, we launched the  next major phase of our decarbonisation  journey: Reaching net-zero emissions in  our entire carbon footprint (scopes 1-3) by  2040. Our scope 3 emissions primarily re- late to activities in our supply chain and  our wholesale of buying and selling natu- ral gas. Today, we are gradually reducing  our wholesale activities towards a 50 %  reduction in absolute scope 3 emissions  from 2018 to 2032, and, consequently, we  will not renew or enter into new long- term natural gas purchase agreements.  Also, we are working to reduce emissions  from our supply chain. Later in this report,  you can read more about how we do so. "
142,page 4 of ../pdf/orsted sustainability report.pdf,"(381.7322998046875, 295.90252685546875, 539.6748657226562, 522.8861083984375)",118,"The challenges to a sustainable   build-out The deployment of renewable energy  has gathered speed globally over the  past decade – with 1,600 GW, excluding  hydro, of renewable capacity installed  by the end of 2020 – and is expected to  almost triple in the next decade, totalling  more than 4,300 GW. But even though  renewable energy is the key solution to  climate change, we know that accelerat- ing the deployment of renewable energy  poses important sustainability challeng- es that we, as an energy industry, must  find ways to solve. This requires that  we balance the climate impacts of the  transition to a global green energy sys- tem with the impacts it will have on our  natural environment and societies. "
143,page 4 of ../pdf/orsted sustainability report.pdf,"(381.7322998046875, 536.3741455078125, 538.9465942382812, 618.8861083984375)",40,"At Ørsted, we have integrated this  responsibility into our business through a  systematic annual assessment of our key  sustainability challenges. We base our  assessment on dialogues with our stake- holders and our own view of the most  pressing sustainability challenges.  "
144,page 4 of ../pdf/orsted sustainability report.pdf,"(381.7322998046875, 632.3741455078125, 540.0826416015625, 798.8861083984375)",86,"With our plans to decarbonise our energy  generation, gradually phase out natural  gas from our business portfolio, and sig- nificantly scale up renewable energy, we  are currently focusing on three sustain- ability challenges that are at the core  of driving a sustainable green energy  build-out: Firstly, how to drive decar- bonisation throughout our supply chain;  secondly, how to balance existing usage  of the sea with the needs for deploying  renewable energy infrastructure and  manage impacts on natural habitats and  local species; and thirdly, how to work  "
145,page 4 of ../pdf/orsted sustainability report.pdf,"(651.9722900390625, 464.3741149902344, 809.7305908203125, 498.8861389160156)",15,with local communities in a collaborative  way that realises the shared benefits of  renewable energy.  
146,page 4 of ../pdf/orsted sustainability report.pdf,"(651.9722900390625, 512.3741455078125, 807.178466796875, 570.8861083984375)",30,"None of these three challenges have a  convenient or complete ‘quick fix’, but by  using a programmatic and systematic  approach, we will continue to improve  the sustainability of our solutions.  "
147,page 4 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 583.9025268554688, 808.7750244140625, 726.8861083984375)",74,"Sharing our approach It is a tremendous honour to have been  ranked among the world’s most sustain- able companies by Corporate Knights  for three years in a row. In 2021, we were  again named the most sustainable ener- gy company in the world and the second  most sustainable of all companies  worldwide. This ranking underlines that it  is possible to undergo a sustainable busi- ness transformation while creating value  for stakeholders and shareholders alike.  "
148,page 4 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 740.3741455078125, 806.8628540039062, 798.8861083984375)",35,"While last year’s report laid out our ac- tion plan for achieving carbon neutrality  in 2025, this year, our sustainability team  has made a great effort to break down  exactly how we work on sustainability.  "
149,page 4 of ../pdf/orsted sustainability report.pdf,"(822.9924926757812, 464.3741149902344, 978.0950927734375, 606.8861083984375)",75,"Assessing, prioritising, and effectively  integrating sustainability challenges and  opportunities into business strategy and  operations is no simple task. It is still a  field in its infancy. We believe that only  by sharing and engaging in dialogue  about company practices, we can help  each other advance how we work on  sustainability. That is why we chose, this  year, to provide a much greater level of  detail on our approach to sustainability  than in our previous reports.  "
150,page 4 of ../pdf/orsted sustainability report.pdf,"(822.9921264648438, 619.9026489257812, 977.799072265625, 798.88623046875)",92,"We must realise a decade of delivery At Ørsted, we are committed to taking a  leading role in fundamentally reshaping  how the world produces and consumes  energy. As such, all our work is informed  by a strategic commitment to the UN  Sustainable Development Goals and  based on the United Nations Global  Compact’s (UNGC) ten principles for cor- porate sustainability. In 2020, among a  select group of companies, we obtained  status as Global Compact LEAD, as a  recognition of our commitment to and  high engagement with the goals of the  UN Global Compact.  "
151,page 4 of ../pdf/orsted sustainability report.pdf,"(994.01611328125, 464.37420654296875, 1150.09375, 510.88623046875)",30,"As the new CEO of Ørsted, I greatly look  forward to working with the dedicated  and talented Ørsted team to help create  a world that runs entirely on green ener- "
152,page 4 of ../pdf/orsted sustainability report.pdf,"(994.0160522460938, 512.374267578125, 1149.4937744140625, 642.88623046875)",81,"gy. It is my aspiration that Ørsted will be  a catalyst for change and inspire climate  action beyond our own company. While  we may not have all the answers or full  visibility of the path ahead, it should not  prevent us from taking decisive action  now to create a better tomorrow. After  all, that is what leadership is about. And  one day, we will look back and realise  that we were able to accomplish much  more than what we thought possible.  "
153,page 4 of ../pdf/orsted sustainability report.pdf,"(994.0160522460938, 776.3182373046875, 1090.302001953125, 798.88623046875)",6,Mads Nipper Group President and CEO 
154,page 4 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 102.24018859863281, 943.96533203125, 126.88618469238281)",21,We are on track to becoming carbon-neutral already in 2025 Carbon intensity of energy generation and operations (scopes 1 and 2)   
155,page 4 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 138.49339294433594, 696.396484375, 149.8221893310547)",2,g CO2e/kWh 
156,page 4 of ../pdf/orsted sustainability report.pdf,"(853.5756225585938, 277.21160888671875, 979.7705078125, 308.06658935546875)",15,Science Based Targets initiative’s  1.5 °C pathway for greenhouse gas  reductions in the energy sector 
157,page 4 of ../pdf/orsted sustainability report.pdf,"(787.7930908203125, 325.00909423828125, 854.93310546875, 366.4165954589844)",8,Ørsted’s carbon  intensity of   energy generation  and operations 
158,page 4 of ../pdf/orsted sustainability report.pdf,"(39.685001373291016, 127.11592864990234, 406.4002990722656, 232.8599395751953)",31,Companies are instrumental to a global green  transformation. They need to transform their  business models and ensure that their products  and operations contribute positively to limiting  global warming to 1.5 °C. 
159,page 4 of ../pdf/orsted sustainability report.pdf,"(39.6802978515625, 24.286693572998047, 1150.8643798828125, 35.1746940612793)",6,Sustainability report 2020 Ørsted 9 8   
160,page 5 of ../pdf/orsted sustainability report.pdf,"(651.9683837890625, 764.7230224609375, 826.6296997070312, 799.2349853515625)",25,"We want to make our company car fleet 100  % electric by 2025, and, from the beginning of  2021, we will only acquire electric vehicles. "
161,page 5 of ../pdf/orsted sustainability report.pdf,"(37.91339874267578, 94.8436279296875, 546.4031982421875, 248.01759338378906)",8,Our sustainability   compass: Understanding  the world around us 
162,page 5 of ../pdf/orsted sustainability report.pdf,"(39.685001373291016, 273.1568908691406, 451.040283203125, 352.9088439941406)",49,"In this section, we lay out our systematic and programmatic approach  for understanding sustainability challenges and opportunities and  for adjusting our business strategy accordingly. We also present our  perspective on the main sustainability challenges the energy industry  needs to address to drive a rapid and sustainable green energy build-out. "
163,page 5 of ../pdf/orsted sustainability report.pdf,"(39.6802978515625, 24.286693572998047, 1150.8643798828125, 35.1746940612793)",6,Sustainability report 2020   Ørsted 11 10 
164,page 6 of ../pdf/orsted sustainability report.pdf,"(39.685001373291016, 234.09799194335938, 487.3270568847656, 313.8498840332031)",47,"Understanding emerging sustainability themes and how they impact our  business continue to be key factors in developing Ørsted as a global leader in  renewable energy. Over the years, we have developed a systematic approach  for identifying sustainability themes and underlying challenges and integrating  sustainability into our business.  "
165,page 6 of ../pdf/orsted sustainability report.pdf,"(39.685001373291016, 92.50382995605469, 450.2995910644531, 214.8018798828125)",7,A systematic and   programmatic approach  to sustainability  
166,page 6 of ../pdf/orsted sustainability report.pdf,"(39.685001373291016, 344.37420654296875, 194.5578155517578, 462.88623046875)",58,"A company’s stakeholders, ranging from  customers, employees, policymakers,  regulators, investors, and NGOs to local  communities, all expect companies to  take an active role in delivering sustaina- ble societies. Listening and engaging with  their concerns often provide a rich indica- tion of what is to come, from customer  expectations and hard law to internation- al frameworks defining best practice.  "
167,page 6 of ../pdf/orsted sustainability report.pdf,"(39.685001373291016, 476.37420654296875, 195.4833984375, 510.88623046875)",19,"At Ørsted, we firmly believe that our  resilience and long-term value creation  is shaped by our ability to systematically  "
